Topic,Word,POS,IPA,Pinyin,Meaning,Example,Translation,ImageURL
Hoạt động thường ngày,Get up,v. phr,/get Λp/,qǐ chuáng,Thức dậy,Mom gets up early every day.,Mẹ dậy sớm mỗi ngày.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167718/Get-up_ezxh2w.png
Hoạt động thường ngày,Go home,v. phr,/gou houm/,huí jiā,Về nhà,We go home after class.,Chúng tôi về nhà sau giờ học.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167719/Go-home_y10fib.png
Hoạt động thường ngày,Go shopping,v. phr,/gouˈʃɒp.ɪŋ/,mǎi dōng xi,Đi mua sắm,My sister goes shopping on weekends.,Chị tôi đi mua sắm vào cuối tuần.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167720/Go-shopping_zuq11e.png
Hoạt động thường ngày,Go to bed,v. phr,/gou tə bed/,shuì jiào,Đi ngủ,The children go to bed at nine.,Bọn trẻ đi ngủ lúc chín giờ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167721/Go-to-bed_op408i.png
Hoạt động thường ngày,Go to the movies,v. phr,/gou tə ðəˈmuː.vi/,qù kàn diàn yǐng,Đi xem phim,They go to the movies on Saturday night.,Họ đi xem phim vào tối thứ bảy.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167723/Go-to-the-movies_femrad.png
Hoạt động thường ngày,Have a bath,v. phr,/hæv ə ‘bɑ:θ/,pào zǎo,Đi tắm,The baby has a bath before dinner.,Em bé tắm trước bữa tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167724/Have-a-bath_cxnsew.png
Hoạt động thường ngày,Have a nap,v. phr,/ˌhæv.ə næp/,shuì wǔ jiào,Ngủ ngắn,Grandpa has a nap after lunch.,Ông chợp mắt sau bữa trưa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167725/Have-a-nap_vsc0pi.png
Hoạt động thường ngày,Have breakfast,v. phr,/ˌhævˈbrek.fəst/,chī zǎo fàn,Ăn sáng,I have breakfast with my family.,Tôi ăn sáng cùng gia đình.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167727/Have-breakfast_xktaci.png
Hoạt động thường ngày,Have dinner,v. phr,/ˌhævˈdɪn.ər/,chī wǎn fàn,Án tối,We have dinner at seven o’clock.,Chúng tôi ăn tối lúc bảy giờ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167729/Have-dinner_viywlc.png
Hoạt động thường ngày,Have lunch,v. phr,/ˌhæv lʌntʃ/,chī wǔ fàn,Ăn trưa,The students have lunch at school.,Học sinh ăn trưa ở trường.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167730/Have-lunch_bgsvzo.png
Hoạt động thường ngày,Have a shower,v. phr,/hæv ə ˈʃaʊər/,xǐ zǎo,Tắm vòi hoa sen,Dad has a shower after jogging.,Ba tắm sau khi chạy bộ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167726/Have-a-shower_btx1c9.png
Hoạt động thường ngày,Listen to music,v. phr,/ˈlɪs.ən tuːˈmjuː.zɪk/,tīng yīn yuè,Nghe nhạc,Anna listens to music before sleeping.,Anna nghe nhạc trước khi ngủ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167732/Listen-to-music_juoylu.png
Hoạt động thường ngày,Make breakfast,v. phr,/meik ‘brekfəst/,zuò zǎo fàn,Làm bữa ăn sáng,Mom makes breakfast every morning.,Mẹ chuẩn bị bữa sáng mỗi sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167733/Make-breakfast_ljszga.png
Hoạt động thường ngày,Make up,v. phr,/meik Λp/,huà zhuāng,Trang điểm,She makes up before going out.,Cô ấy trang điểm trước khi ra ngoài.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167734/Make-up_ghrd8j.png
Hoạt động thường ngày,Meditation,n,"/,medi’teiʃn/",chán xiǎng,Thiền,Dad does meditation every night.,Ba thiền mỗi đêm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167736/Meditation_rzveem.png
Hoạt động thường ngày,Play an instrument,v. phr,/pleɪ ænˈɪn.strə.mənt/,tán yuè qì,Chơi nhạc cụ,Tom plays the guitar very well.,Tom chơi đàn guitar rất giỏi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167737/Play-an-instrument_zmxnek.png
Hoạt động thường ngày,Play outside,v. phr,/pleɪ ˌaʊtˈsaɪd/,zài wài miàn wán,Đi ra ngoài chơi,The kids play outside after lunch.,Bọn trẻ chơi ngoài trời sau bữa trưa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167739/Play-outside_g4zqzz.png
Hoạt động thường ngày,Play sports,v. phr,/pleɪ spɔːts/,dǎ qiú,Chơi thể thao,We play sports after school.,Chúng tôi chơi thể thao sau giờ học.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167740/Play-sports_y515ao.png
Hoạt động thường ngày,Play video games,v. phr,/pleɪ ˈvɪd.i.əʊ ˌɡeɪmz/,wán diàn wán,Chơi trò chơi điện tử,Ben plays video games with his friends.,Ben chơi điện tử với bạn bè.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167742/Play-video-games_jur4wd.png
Hoạt động thường ngày,Read books,v. phr,/riːd bʊks /,kàn shū,Đọc sách,Lisa reads books in her room.,Lisa đọc sách trong phòng của mình.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167743/Read-books_xipovj.png
Hoạt động thường ngày,Read newspapers,v. phr,"/ri:d’nju:z,peipəz/",kàn bào,Đọc báo,Dad reads newspapers every morning.,Ba đọc báo mỗi sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167745/Read-newspapers_wdiiwz.png
Hoạt động thường ngày,Relax,v,/rɪˈlæks/,fàng sōng,Thư giãn,Mom relaxes on the sofa after work.,Mẹ thư giãn trên ghế sofa sau giờ làm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167746/Relax_vg1rg1.png
Hoạt động thường ngày,Set the alarm,v. phr,/set ðə ə’lɑ:m/,shè nàozhōng,Đặt chuông báo thức,I set the alarm for 6 a.m.,Tôi đặt báo thức lúc 6 giờ sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167748/Set-the-alarm_huf1yp.png
Hoạt động thường ngày,Shave,v,/∫eiv/,guà hú zi,Cạo râu,My father shaves every morning.,Ba tôi cạo râu mỗi sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167749/Shave_i6tnds.png
Hoạt động thường ngày,Sleep,v,/sliːp/,shuì jiào,Ngủ,The baby sleeps in her cradle.,Em bé ngủ trong nôi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167751/Sleep_g5t30z.png
Hoạt động thường ngày,Study,v,/ˈstʌd.i/,xué xí,"Học tập, nghiên cứu",I study English after dinner.,Tôi học tiếng Anh sau bữa tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167753/Study_kgr5wp.png
Hoạt động thường ngày,Surf the internet,v. phr,/sɜːf ðiː ˈɪn.tə.net/,shàng wǎng,Lướt mạng,Grandma likes to surf the internet on her phone.,Bà thích lướt mạng bằng điện thoại.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167755/Surf-the-internet_jl2gd6.png
Hoạt động thường ngày,Take the rubbish out,v. phr,/teik ðə ‘rʌbiʃ aut/,dào lā jī,Đi đổ rác,Tom takes the rubbish out every night.,Tom đổ rác mỗi tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167756/Take-the-rubbish-out_rx6fbm.png
Hoạt động thường ngày,Drink,v,/driɳk/,hē,Uống,I drink a glass of water after running.,Tôi uống một ly nước sau khi chạy.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167634/Drink_afkhwl.png
Hoạt động thường ngày,Turn off,phrasal v,/tɜrn ɒf/,guān diào,Tắt,Please turn off the lights before bed.,Làm ơn tắt đèn trước khi đi ngủ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167757/Turn-off_emlzre.png
Hoạt động thường ngày,Visit your friend,v. phr,/ˈvɪz.ɪt jɔːr frend/,tàn fǎng péng yǒu,Thăm bạn bè,We visit our friends on Sunday.,Chúng tôi đến thăm bạn bè vào Chủ nhật.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167758/Visit-your-friend_syiifd.png
Hoạt động thường ngày,Wake up,phrasal v,/weik Λp/,xǐng lái,Tỉnh giấc,I wake up when the alarm rings.,Tôi thức dậy khi chuông báo reo.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167761/Wake-up_n32mrh.png
Hoạt động thường ngày,Wash your face,v. phr,/wɒʃ jɔːr feɪs/,xǐ liǎn,Rửa mặt,She washes her face in the morning.,Cô ấy rửa mặt vào buổi sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167764/Wash-your-face_kb6vaz.png
Hoạt động thường ngày,Wash the dishes,v. phr,/wɔʃ ðə dɪʃ/,xǐ wǎn,Rửa chén,Dad washes the dishes after dinner.,Ba rửa chén sau bữa tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167762/Wash-the-dishes_dvfkbj.png
Hoạt động thường ngày,Watch television,v. phr,"/wɔtʃ ‘teli,viʤn/",kàn diàn shì,Xem tivi,The family watches television together.,Cả nhà xem tivi cùng nhau.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759167765/Watch-television_z7lymv.png
Hoạt động thường ngày,Work,v,/wə:k/,gōng zuò,Làm việc,Mom works at a hospital.,Mẹ làm việc ở bệnh viện.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759199358/work_bmylbl.png
Chủ đề biển,Sea,n,/siː/,hǎi,Biển,We swim in the sea every summer.,Chúng tôi bơi ở biển mỗi mùa hè.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206926/Sea_nzaoga.png
Chủ đề biển,Ocean,n,/ˈəʊʃən/,dà yáng,Đại dương,The ocean is deep and beautiful.,Đại dương thật sâu và tuyệt đẹp.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206923/Ocean_plpzuk.png
Chủ đề biển,Wave,n,/weɪv/,làng,Sóng,The big wave hits the beach.,Con sóng lớn vỗ vào bãi biển.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759207188/Wave_mtub4p.png
Chủ đề biển,Island,n,/ˈaɪlənd/,dǎo,Hòn đảo,We visit a small island by boat.,Chúng tôi đến thăm một hòn đảo nhỏ bằng thuyền.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206919/Island_efsscg.png
Chủ đề biển,Harbor,n,/ˈhɑːr.bɚ/,gǎng kǒu,Cảng biển,Many ships stop at the harbor.,Nhiều con tàu dừng lại ở cảng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206918/Harbor_vlp0br.png
Chủ đề biển,Lighthouse,n,/ˈlaɪthaʊs/,dēng tǎ,Hải đăng,The lighthouse helps ships at night.,Ngọn hải đăng giúp tàu thuyền vào ban đêm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206923/Lighthouse_vd95ku.png
Chủ đề biển,Submarine,n,/ˌsʌbmərˈiːn/,qián shuǐ tǐng,Tàu ngầm,The submarine goes deep under the ocean.,Tàu ngầm lặn sâu dưới đại dương.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759207182/Submarine_1_vfswmd.png
Chủ đề biển,Ship,n,/ʃɪp/,chuán,Tàu thuỷ,The ship sails across the sea.,Con tàu đi qua biển.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759207181/Ship_litevi.png
Chủ đề biển,Boat,n,/bəʊt/,xiǎo chuán,Thuyền,Dad rows a small boat on the lake.,Ba chèo một chiếc thuyền nhỏ trên hồ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759204885/Boat_jjgwv8.png
Chủ đề biển,Captain,n,/ˈkæptɪn/,chuán zhǎng,Thuyền trưởng,The captain stands on the big ship.,Thuyền trưởng đứng trên con tàu lớn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759204884/Captain_ouobmz.png
Chủ đề biển,Fisherman,n,/ˈfɪʃəmən/,yú fū,Ngư dân,The fisherman catches fish every morning.,Ngư dân đánh bắt cá mỗi buổi sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206917/Fisherman_mossa0.png
Chủ đề biển,Lifeguard,n,/ˈlaɪfɡɑːd/,jiù shēng yuán,Người cứu hộ,The lifeguard watches people on the beach.,Nhân viên cứu hộ quan sát mọi người trên bãi biển.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206922/Lifeguard-_rjyxgw.png
Chủ đề biển,Seashore,n,/ˈsiːʃɔːr/,hǎi biān,Bờ biển,We walk along the seashore.,Chúng tôi đi dọc bờ biển.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206930/Seashore_zfbiwa.png
Chủ đề biển,Beach,n,/biːtʃ/,shā tān,Bãi biển,The children play on the sandy beach.,Bọn trẻ chơi trên bãi cát.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759204884/Beach_rsbajh.png
Chủ đề biển,Coast,n,/kəʊst/,hǎi àn,Bờ (biển),The coast is full of colorful boats.,Bờ biển đầy những con thuyền đầy màu sắc.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759204885/Coast_uygpn6.png
Chủ đề biển,Seagull,n,/ˈsiː.ɡʌl/,hǎi ōu,Mòng biển,A seagull flies over the ocean.,Một con mòng biển bay qua đại dương.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206927/Seagull_lhiv1l.png
Chủ đề biển,Whale,n,/weɪl/,jīng yú,Cá voi,The whale is the biggest animal in the sea.,Cá voi là loài động vật lớn nhất dưới biển.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759207188/Whale_vjujht.png
Chủ đề biển,Shark,n,/ʃɑːk/,shā yú,Cá mập,The shark swims fast in deep water.,Cá mập bơi nhanh trong vùng nước sâu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206932/Shark_grs7xl.png
Chủ đề biển,Dolphin,n,/ˈdɒlfɪn/,hǎi tún,Cá heo,The dolphin jumps out of the water.,Cá heo nhảy lên khỏi mặt nước.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206915/Dolphin_q0fxna.png
Chủ đề biển,Octopus,n,/ˈɑːktəpəs/,zhāng yú,Bạch tuộc,The octopus has eight arms.,Con bạch tuộc có tám cánh tay.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206925/Octopus_koeatm.png
Chủ đề biển,Fish,n,/fɪʃ/,yú,Cá,Grandpa catches a big fish today.,Ông bắt được một con cá lớn hôm nay.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206917/Fish_t7jns3.png
Chủ đề biển,Jellyfish,n,/ˈdʒelifɪʃ/,shuǐ mǔ,Sứa,A jellyfish floats near the shore.,Một con sứa trôi gần bờ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206919/Island_efsscg.png
Chủ đề biển,Sea horse,n. phr,/ˈsiˌhɔrs/,hǎi mǎ,Cá ngựa,The sea horse swims slowly.,Con cá ngựa bơi chậm rãi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206927/Sea-horse_is9vww.png
Chủ đề biển,Seaweed,n,/ˈsiːwiːd/,hǎi cǎo,Rong biển,Seaweed grows under the sea.,Rong biển mọc dưới đáy biển.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206930/Seaweed_h3mesb.png
Chủ đề biển,Coral,n,/ˈkɒrəl/,shān hú,San hô,We see beautiful coral under the water.,Chúng tôi thấy san hô đẹp dưới nước.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759204886/Coral_riti6z.png
Chủ đề biển,Coral reef,n. phr,/ˌkɒr.əl ˈriːf/,shān hú jiāo,Rạn san hô,The coral reef is full of small fish.,Rạn san hô đầy cá nhỏ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759204886/Coral-reef_beyiv3.png
Chủ đề biển,Shellfish,n,/ˈʃel.fɪʃ/,bèi lèi,Động vật có vỏ,Mom cooks shellfish for dinner.,Mẹ nấu hải sản cho bữa tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206981/Shellfish_aqimrs.png
Chủ đề biển,Clam,n,/klæm/,gě,Nghêu,The clam hides in the sand.,Con nghêu ẩn mình trong cát.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759204885/Clam_uysga0.png
Chủ đề biển,Starfish,n,/ˈstɑːrfɪʃ/,hǎi xīng,Sao biển,The starfish has five arms.,Con sao biển có năm cánh tay.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759207182/Starfish_hgjn2h.png
Chủ đề biển,Seal,n,/siːl/,hǎi bào,Hải cẩu,A seal plays on the ice near the sea.,Một con hải cẩu chơi trên băng gần biển.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206929/Seal_vabbrl.png
Chủ đề biển,Turtle,n,/ˈtɜːtl/,wū guī,Rùa biển,The turtle swims slowly to the beach.,Con rùa bơi chậm về bãi biển.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759207185/Turtle_bp94do.png
Chủ đề biển,Crab,n,/kræb/,páng xiè,Cua,The crab walks sideways on the sand.,Con cua bò ngang trên cát.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759206915/Crab_qtzude.png
Về số,Cardinal number,n. phr,/ˈkɑr·dən·əl ˈnʌm·bər/,jī běn shù,Số đếm,A cardinal number shows how many things there are.,Số đếm cho biết có bao nhiêu đồ vật.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246819/Cardinal-number_zgr9pa.png
Về số,Ordinal number,n. phr,/ˈɔr·dən·əl ˈnʌm·bər/,xù shù,Số thứ tự,The ordinal number tells the position of something.,Số thứ tự cho biết vị trí của vật.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246826/Ordinal-number_dtpapv.png
Về số,Decimal,n,/ˈdes.ɪ.məl/,xiǎo shù,Số thập phân,We write a decimal with a dot.,Chúng ta viết số thập phân bằng dấu chấm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246820/Decimal_dugyrr.png
Về số,Fraction,n,/ˈfræk.ʃən/,fēn shù,Phân số,One half and one third are fractions.,Một phần hai và một phần ba là phân số.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246821/Fraction_ozjksg.png
Về số,Percentage,n,/pəˈsen.tɪdʒ/,bǎi fēn bǐ,Phần trăm,The test score is eighty percent.,Điểm bài kiểm tra là tám mươi phần trăm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246827/Percentage_fvtura.png
Về số,Arithmetic,adj/ n,/əˈrɪθ.mə.tɪk/,suàn shù,Số học,The teacher teaches arithmetic in class.,Cô giáo dạy môn số học trong lớp.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246819/Arithmetic_yqjvel.png
Về số,Divide,v,/dɪˈvaɪd/,chú,Chia,Dad helps me divide the cake equally.,Ba giúp tôi chia cái bánh cho đều.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246820/Divide_l0d7x6.png
Về số,Plus,pre,/plʌs/,jiā,Cộng,Two plus two equals four.,Hai cộng hai bằng bốn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246827/Plus_xkacjq.png
Về số,Minus,pre,/ˈmaɪ.nəs/,jiǎn,Trừ,Ten minus five is five.,Mười trừ năm còn năm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246824/Minus_kjv1mk.png
Về số,Multiply,v,/ˈmʌl.tɪ.plaɪ/,chéng,Nhân,We multiply two by three to get six.,Chúng ta nhân hai với ba được sáu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246825/Multiply_yhkaeu.png
Về số,Equal,adj/ v,/ˈiː.kwəl/,děng yú,"Ngang bằng, bằng",Four plus one equals five.,Bốn cộng một bằng năm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246821/Equal_tmh5ns.png
Về số,Total,adj,/ˈtəʊ.təl/,zǒng hé,"Tổng, tổng số",The total number of students is thirty.,Tổng số học sinh là ba mươi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759246829/Total_ji0dlg.png
